    373885 2005-182T01:48:38 2453552.575440  0.0E+00 9  0.0E+00 1  2.8E-13 1  0.0E+00 1 -9.9E-99  6.8E-05 -9.9E-99 9  122.36   20.42 9.0780  216.32    7.64    33.10  -9.63  -7.57  -2.23  323.91  -38.55 82  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373886 2005-182T01:51:01 2453552.577100  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.33    7.64    33.10  -9.63  -7.57  -2.23  321.60  -38.29 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373887 2005-182T01:54:07 2453552.579250  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.34    7.64    33.11  -9.63  -7.57  -2.23  321.16  -38.22 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373888 2005-182T01:58:19 2453552.582170  0.0E+00 9  0.0E+00 1 -2.0E-15 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.35    7.64    33.12  -9.63  -7.57  -2.23  325.95  -29.11 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373889 2005-182T02:02:51 2453552.585320  0.0E+00 9  1.0E-15 1  0.0E+00 1  0.0E+00 1  1.2E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.37    7.64    33.13  -9.63  -7.57  -2.23  109.96  -15.42 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373890 2005-182T02:06:00 2453552.587500  0.0E+00 9  9.9E-16 1  0.0E+00 1  0.0E+00 1  5.0E-07 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.38    7.64    33.14  -9.62  -7.57  -2.23  330.98  -39.36 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373891 2005-182T02:07:00 2453552.588190  0.0E+00 9  1.1E-15 1  0.0E+00 1  0.0E+00 1  1.5E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.38    7.64    33.14  -9.62  -7.57  -2.23  330.36  -39.38 23  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373892 2005-182T02:08:32 2453552.589270  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.38    7.64    33.15  -9.62  -7.57  -2.23  330.02  -39.38 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373893 2005-182T02:13:24 2453552.592640  0.0E+00 9  1.4E-15 1  0.0E+00 1  0.0E+00 1  1.5E-06 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.40    7.64    33.16  -9.62  -7.57  -2.23   88.02    1.66 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
    373894 2005-182T02:15:20 2453552.593990  0.0E+00 9  0.0E+00 1  0.0E+00 1  0.0E+00 1 -9.9E-99 -9.9E-99 -9.9E-99 9  122.36   20.42 9.0780  216.41    7.64    33.16  -9.62  -7.57  -2.23  132.64  -15.51 54  -9 -99.9 -9.9 -9.9E-99 -9.9 -9.9E-99 -9.9E-99 0 
